featureid	Intercept	C(brushing_event)[T.before]
99647b51f775c8ddde8ed36a7d60dbcd	2.73435522722346	1.5175244294639099
51121722488d0c3da1388d1b117cd239	3.79587282346828	0.941453584336809
d599ebe277afb0dfd4ad3c2176afc50e	2.96433010803802	0.581008442544511
39c4199fe81f30a5b4b0fd5bf2f43c03	2.8553240682397596	0.128840633534959
4629fbb5dde5f8ee07c2259d2887a8d4	2.10083873676402	0.486553021573595
f18a9c8112372e2916a66a9778f3741b	3.30760850118739	0.8588621102805649
a9b4a380d3b76755de55410a3b856df4	1.31457997964961	0.692892023229173
f6eb8537456dde7792eff60c8d1e797c	2.19956810878856	1.13986093630748
0afabc98ba5f06d77586c65dd984e126	1.66103424238307	1.29226198127227
9eec995d1b7de24deb146bf87c62e8ef	-0.20893739057438698	1.06457585921245
80e2a0cdbbf0ae81a93b6ba374faeb14	2.83455856995923	-0.35641806492848
ce0a7bedfbc98dbf07eaffbb567102ef	1.28584398435695	0.38049621214824103
a978026c6c33bccb8dd70bd2ddbf48bf	-0.0639231045331274	0.777008899354509
ab7dc8433c13bb94829daf2872d9d195	0.9817207019243921	0.505062767171434
15869fbb559d7a31992e2034442b5099	1.6903405349169498	1.10925225248294
b36ed4cdf7c0f387ac70951a11bddd29	1.3627231280718501	0.321670004033617
a7f92909575fd948fad074b72093771e	1.04199244188411	0.496390529775194
d21053daf32f3e2c9be9c6768d6ade32	0.9574940364275659	1.15434835185962
c84509b5d38955838482e9d6a4770bfe	0.6310231845293729	1.55458004852491
9049e702d18015c0f3159c054521811b	0.143384949437209	0.30390126337962503
927381a65ddaa2800255c9186c9b1aaa	1.4720593850527501	0.537109442853502
1275c8657f3502d2f3d7b0d9ec7e1c78	0.513860956898757	1.7072033815618102
a67613d18109ca8bda841018545cb1d7	1.3627619903002501	0.7438606702323471
2a2f3f401b002d68e17c880024e07b27	0.390338675252029	0.35166151156382897
db6086608389f922cfd2e33a3a6826f5	-0.11097215009587198	0.8402991973395859
98b8fb4e2dc98e89e2063eb5ad56978d	1.2225923697863301	-0.33218007454914694
