featureid	Intercept	C(brushing_event)[T.before]
99647b51f775c8ddde8ed36a7d60dbcd	0.8974759390045491	0.804635876743123
51121722488d0c3da1388d1b117cd239	2.24969623586429	2.50741230878048
d599ebe277afb0dfd4ad3c2176afc50e	1.8032317568947198	1.6748528424184799
39c4199fe81f30a5b4b0fd5bf2f43c03	1.45073495408786	1.5933799687307302
4629fbb5dde5f8ee07c2259d2887a8d4	1.27559370896114	1.2223268690984699
f18a9c8112372e2916a66a9778f3741b	2.1558077146698302	1.74224537047558
a9b4a380d3b76755de55410a3b856df4	0.720133494346269	1.1150661352556201
f6eb8537456dde7792eff60c8d1e797c	1.97226522466434	1.08571960958652
0afabc98ba5f06d77586c65dd984e126	1.16575635573161	1.5983874741476003
9eec995d1b7de24deb146bf87c62e8ef	-0.23237242201077105	1.0127472225111
80e2a0cdbbf0ae81a93b6ba374faeb14	1.79033372899783	0.8071927586104721
ce0a7bedfbc98dbf07eaffbb567102ef	0.872833573951253	0.5188738349359481
a978026c6c33bccb8dd70bd2ddbf48bf	-0.220375437528959	0.569671908346936
ab7dc8433c13bb94829daf2872d9d195	0.26407645246280104	1.1487438920419701
15869fbb559d7a31992e2034442b5099	0.9817917381812421	1.6984543147962499
b36ed4cdf7c0f387ac70951a11bddd29	0.278287868707308	1.50061273011379
a7f92909575fd948fad074b72093771e	0.5679020991016711	0.7611293550115079
d21053daf32f3e2c9be9c6768d6ade32	0.662316765396723	1.2094360831659299
c84509b5d38955838482e9d6a4770bfe	0.32420293590320004	1.57097404631786
9049e702d18015c0f3159c054521811b	0.0961184312988604	-0.0882864650804549
927381a65ddaa2800255c9186c9b1aaa	1.06850093206657	0.746621148614213
1275c8657f3502d2f3d7b0d9ec7e1c78	0.46467603346598996	1.3768720570486
a67613d18109ca8bda841018545cb1d7	0.548744003980287	1.47672128113918
2a2f3f401b002d68e17c880024e07b27	-0.24742986658322	0.855021746782586
db6086608389f922cfd2e33a3a6826f5	0.311456840245851	-0.0428592022974044
98b8fb4e2dc98e89e2063eb5ad56978d	2.12457809945835	-1.43893087473698
d2a8811affdca18fbfc7aa973a4d8ca1	2.5798209716965	1.0221935603302
9825426be20fbb54b2a7f72ee7d48d21	0.570955019204744	-0.30841625300236
4c77b4a241dbcc5b0a1156a672494d3c	1.70227138301624	0.497656935779378
546f2c0a74a88e6f1f37a2366edb0060	-0.30263056257473603	1.1896441820543302
8f0ba2d0c4a91f9303ab9e1b48d9f92b	0.351719837396273	0.18850296172313397
7144de9684c83011bf5f22cf3b41d0f9	0.0932516266990985	0.35638316902332
4333f97aaba82904f5975cf89c540fa3	0.4091462304283471	0.26518994006328306
5a7b1b9e2a54e153cd274e59b198fd0b	-0.937780041487089	0.525694990484044
d3a5dac580af1f9ccc6f516d334454c5	1.4895998050857902	0.36108603510074294
bc463e566d8e2991814f58f7a90dea13	-1.0835079143356	-0.390295868786052
0bacd0a54dbb68d4fbb00d777c5d124f	-0.0351780245612775	0.0516664925497026
a0946629e7054c9638dd5d2991e1350d	-0.17650963762509	-0.36282003489323
fdb7f3c00d2654ea0d3f8afcd3c19024	-0.8986159751723921	-0.24366820422001198
f540d33e721da6d5f306137ed0fabbfd	-0.320336956770292	0.160203391639516
6f47312c16018daf100523ef19e3c2e3	0.772787797956594	-0.14444274273701002
a3c411aae6e316341d505af6ca75243e	0.0516026427437152	-0.0232546385843306
14ca6a8129ff8d410ec8b813f368c9f3	1.1082216908623101	-0.303601866634563
41f72ea0560d754315315bde107b5afc	-0.676776428015104	0.114818686572835
d3665d676c8fd9363c69c743207dd58e	-0.44991769293057104	0.46356343659572297
