featureid	Intercept	C(brushing_event)[T.before]
99647b51f775c8ddde8ed36a7d60dbcd	3.83570944666862	1.2802951381001297
51121722488d0c3da1388d1b117cd239	3.99384022653103	0.904522155264359
d599ebe277afb0dfd4ad3c2176afc50e	3.09427022337914	0.5124056384358221
39c4199fe81f30a5b4b0fd5bf2f43c03	2.96440207362175	0.123380188683015
4629fbb5dde5f8ee07c2259d2887a8d4	2.21290981173515	0.42048120949600304
f18a9c8112372e2916a66a9778f3741b	3.52541049718857	0.6201856181416329
a9b4a380d3b76755de55410a3b856df4	1.3137279689311998	0.6243118092808541
f6eb8537456dde7792eff60c8d1e797c	2.17002653479576	1.20401163105105
0afabc98ba5f06d77586c65dd984e126	1.76696025729179	1.2651393318939599
9eec995d1b7de24deb146bf87c62e8ef	-0.377496844530106	1.12174730453823
80e2a0cdbbf0ae81a93b6ba374faeb14	2.9671488940715802	-0.351175422927398
ce0a7bedfbc98dbf07eaffbb567102ef	1.33720600008965	0.253414993027192
a978026c6c33bccb8dd70bd2ddbf48bf	-0.0836347401142121	0.7896702334675602
ab7dc8433c13bb94829daf2872d9d195	1.01600729823112	0.3895590946469121
15869fbb559d7a31992e2034442b5099	1.8290334880352	1.05371794555519
b36ed4cdf7c0f387ac70951a11bddd29	1.4927397906780202	0.34534192536209196
a7f92909575fd948fad074b72093771e	1.11125003695488	0.41558981392715505
d21053daf32f3e2c9be9c6768d6ade32	0.9319547355175021	1.2120131671819498
c84509b5d38955838482e9d6a4770bfe	0.36518608927726703	1.6736519977841202
9049e702d18015c0f3159c054521811b	0.167746418714523	0.257477168777924
927381a65ddaa2800255c9186c9b1aaa	1.58222376704216	0.5400114700589
1275c8657f3502d2f3d7b0d9ec7e1c78	0.15475451350212102	2.13459563706253
a67613d18109ca8bda841018545cb1d7	1.4942690074443798	0.7297173783573921
2a2f3f401b002d68e17c880024e07b27	0.48230349421501206	0.286218468883973
db6086608389f922cfd2e33a3a6826f5	-0.0784486591815949	0.8623791978154001
98b8fb4e2dc98e89e2063eb5ad56978d	1.24553381800652	-0.31661605384017893
d2a8811affdca18fbfc7aa973a4d8ca1	3.67519176900387	-0.0732980921473687
9825426be20fbb54b2a7f72ee7d48d21	1.0522385776042902	-0.31362771536971995
4c77b4a241dbcc5b0a1156a672494d3c	1.64795743823051	1.11110781584118
546f2c0a74a88e6f1f37a2366edb0060	-0.155909186601639	1.31052939858471
8f0ba2d0c4a91f9303ab9e1b48d9f92b	0.8835767447948449	-0.00738453414108209
7144de9684c83011bf5f22cf3b41d0f9	0.875925892591476	-0.36658954169418295
4333f97aaba82904f5975cf89c540fa3	1.13044320940971	-0.5037149145808401
5a7b1b9e2a54e153cd274e59b198fd0b	-0.12079489827156098	-0.27501821067001303
d3a5dac580af1f9ccc6f516d334454c5	1.8744767844676997	0.248209242561799
bc463e566d8e2991814f58f7a90dea13	-0.9697028458118442	-0.334896679183502
0bacd0a54dbb68d4fbb00d777c5d124f	0.23562299609184303	0.362147097328644
a0946629e7054c9638dd5d2991e1350d	-0.32581198811531104	0.30889916870926
fdb7f3c00d2654ea0d3f8afcd3c19024	-0.759724742174149	0.166150812843781
f540d33e721da6d5f306137ed0fabbfd	-0.9291697800159459	0.0808123395237739
6f47312c16018daf100523ef19e3c2e3	0.945988291501999	0.0365139291081245
a3c411aae6e316341d505af6ca75243e	0.168357008695602	0.39246768210266203
14ca6a8129ff8d410ec8b813f368c9f3	1.66515647768974	-0.7716283753123471
41f72ea0560d754315315bde107b5afc	-1.28918326497078	0.562048320511323
d3665d676c8fd9363c69c743207dd58e	-0.7644907295703891	1.28151782575712
95417e07c236ac7acbf5d66358df296d	-1.14860070347786	0.381722633579713
fd4374a0c15e1ca291f9ba2f1d6e15e4	-1.1902304947376299	0.874846999386292
6e6ba3f1d999799f0ba2687bbb293ab2	-1.8888346016406998	1.31333836991523
1c8e4345e379083be44a9fc59bb13632	-0.5475856125354771	0.32124561522338896
4415a64d748a0018388e779b17642d6d	-1.5869413673877701	0.5373368904385379
900a2b113b17a2705180ed5e1558ada4	-0.46830094456672705	-0.797130818625945
13f5aba07d66b4d4f6a20ccd480a3836	0.7503710925579069	-0.721786971351165
25d0bc970ce52db647439b74f905e506	0.416639441251755	-0.591040010711211
f451900d696a7555f2d77a94148dbab5	2.93494462370872	0.17063236687515299
cb8a55dfc2326c0724f7638b92653ee7	-1.36487496495247	0.26305711720321695
e3ed7d00c8d0300eb6ae57c458de95b7	0.6931208312511441	-0.0787842228617852
41f67443ce8207be0c0a956c47823417	2.13341450095177	-0.47074126746322603
15f92246da9d186be06e176a3eb7a8d2	-0.238652831315994	-1.22753262068893
7e2f2185876e3c49bf9da70b15308e79	-1.14646876454353	-0.29592978503372097
d52e04b709b766e4f29c039ba7ab1cb2	1.13326846957207	-0.0874854281153863
2ce5e8a89de78b532263e4baa2fbad54	2.0381319463253003	-0.5643634751048271
e122b3acedfe1a819e2e7983bdadf10b	0.3515630900859831	-0.6436548187937919
db870fbe8d7d9d12fe45bdf880a42b9c	-1.0211473762989	0.47459489558075
35170b61f6f84e19df0b63e6f9868ca2	0.346420639753342	-0.653551931640167
50945cab167d1ed09f35a03323931193	2.06153249144554	-0.59905182864334
306140f2902fbb1306821bccd3bf2436	1.5829325854778302	-0.411909814139861
5b9cc5f3383146b1bdc91664611ad490	0.575554007291794	-0.188035483619232
4575f71a6cf9471ed8e03d4d8886cb99	-2.81690371632576	0.622164075115662
fde71fd19ae125edac13405754d05654	-0.557914382219315	-0.25590300109054503
