featureid	Intercept	HostSubject[T.B]	HostSubject[T.C]	HostSubject[T.D]	HostSubject[T.E]	HostSubject[T.F]	HostSubject[T.G]	HostSubject[T.H]	HostSubject[T.I]	HostSubject[T.J]	brushing_event[T.before]	HostSubject[T.B]:brushing_event[T.before]	HostSubject[T.C]:brushing_event[T.before]	HostSubject[T.D]:brushing_event[T.before]	HostSubject[T.E]:brushing_event[T.before]	HostSubject[T.F]:brushing_event[T.before]	HostSubject[T.G]:brushing_event[T.before]	HostSubject[T.H]:brushing_event[T.before]	HostSubject[T.I]:brushing_event[T.before]	HostSubject[T.J]:brushing_event[T.before]	final_volume_mL	final_tube_weight_g
db6086608389f922cfd2e33a3a6826f5	0.42107511357670396	0.29357753117967894	0.6475705204265451	-0.484571639874152	-0.0432289727032185	0.49583487327077597	-0.619289334118366	-0.6300201372376509	-0.44774460686104606	-0.284674832604027	0.336035078391433	-0.723180920550866	0.0462312124669548	0.985455214019333	-0.378678883691983	-0.236451010618891	-0.146171876894576	0.4092186397739821	-0.261200164812284	-0.812786568089256	-0.137968147403028	0.0929359651070887
98b8fb4e2dc98e89e2063eb5ad56978d	1.03794003323918	-2.58313228766035	-1.2214780750019198	-1.46134633240955	-3.7201931364834304	-0.224196388173316	-4.303720290958879	-4.47983073751841	-2.05363774193185	-2.3784422371602996	-1.1689702812582299	1.7762893133663702	0.39002937301993296	0.9785806527095179	1.56253567777042	0.0201374483960013	0.549546411527055	0.454342216891902	-0.169655536668974	0.41803361089634	-0.180528367167738	0.31775312189877597
d2a8811affdca18fbfc7aa973a4d8ca1	-0.6414353172361321	-9.67183222452711	-3.91720113179513	-6.40794438538807	-4.18132399395108	-10.5632180709126	-4.76399677544832	-4.9180963591805495	-4.33447325123208	-2.76102823951016	4.0234807189554	-4.72742882437472	-6.00245284810662	-8.18569856977889	-5.00317415156003	-3.31505880824157	-4.47240094255124	-3.5080632262996296	-5.08003557230778	-5.802564609928861	-1.94057550490501	1.6059315062028199
9825426be20fbb54b2a7f72ee7d48d21	-1.51880358858699	-2.48215295950483	-0.336496919606414	-1.1386048239256699	-1.41608964279294	-2.5971385974170897	-0.7372536018490792	-1.17357158224497	-0.351512669452599	-0.5992743466115961	0.750218218192458	-0.996458680102868	-1.4664369203150298	-2.2195792803806897	-1.32636889376278	-1.19228444567749	-1.9543944091669199	-1.07388940389667	-2.35352585222073	-2.2240753063399903	-0.639732981330183	0.6569832420808129
4c77b4a241dbcc5b0a1156a672494d3c	-1.73625468416805	-2.10321714560102	-1.86354503056833	-3.2869474333311803	-5.736248601228	-2.86086340134165	-6.87249868661165	-6.948396320747481	-5.0318614233817405	-3.9467205498434104	3.30871898494661	-2.2532006806827	-3.31770759597421	-3.77031809187361	-2.86923440851803	-2.7777601288897698	-2.49467189024602	-2.8762332492641	-2.3207700004751297	-4.4934139141280705	-1.2336010730326399	1.1343802071076698
546f2c0a74a88e6f1f37a2366edb0060	-1.28347473545665	-1.0175770727784499	-3.57603976151773	-3.5167862814452002	-0.19761835411191	-1.1154937285663797	0.0530839607119562	-0.0186829523316447	0.889472724071571	-1.7860371563650101	2.88670856319368	-1.3178183145022802	-1.75452643409371	-1.5854490408939999	-1.8981264487707201	-1.0256479786975	-1.3939002246728998	-2.4594914012721603	-1.7859196415121101	-1.9183604606826399	0.146011387699816	0.161110327289706
8f0ba2d0c4a91f9303ab9e1b48d9f92b	0.23317319945698298	-2.48385348002027	0.0903371868388989	-0.223656837322882	0.4020215384662151	-2.1787030238392098	-0.290723259747028	0.0474705739745076	-0.605578659900597	1.03906851074924	0.42342931590974303	-0.109014660785241	-1.4634419061243502	-2.2030149111790296	-1.68390163340207	-0.229449133787837	-1.34445125769292	-0.835966258602483	-0.55628511812039	-2.10842942087246	-0.865264052754667	0.488282725856906
7144de9684c83011bf5f22cf3b41d0f9	-3.47879552050228	-2.11253859678816	-1.45362028500864	-3.4082292955900897	-2.10969196632504	-1.43427534286997	-3.74832886010408	-1.7228543714753202	-1.8425600518073402	-3.61397213675747	0.9622929748147729	-0.817690045306725	-2.40768438354135	-0.880852044586624	-1.07704171099301	-1.93329320422241	-1.24067289541875	-1.83648863370929	-3.0105325927907995	-1.5214218982894498	-0.7725146657288341	0.948491678283816
4333f97aaba82904f5975cf89c540fa3	-0.702950141864962	-2.21764363924574	-1.80245551488229	-0.632820789196662	-0.652127612382174	-2.52858610336802	0.0031934425234796397	0.47677374322499605	-0.616029023059776	-1.3094260189748799	0.709383314475417	-0.325589806506676	-0.409242210537196	-0.7844885001225129	-1.01787241854306	-0.35043130389281707	-1.98682481955205	-2.16419807012592	-2.07192728425809	0.718860160426369	0.310547148579333	0.170159027622347
5a7b1b9e2a54e153cd274e59b198fd0b	-1.5910161654531398	-1.09552254358839	0.30898132898977804	0.148996170184442	1.55700267478824	-0.9580356616260749	1.4440575286746	0.14796686608876503	0.9834167967949599	2.6713030841135	-0.7804476562887429	-0.0751148766971061	1.48666328415275	-0.566046536926712	-0.422678555628019	-0.0193327473742624	-0.784855195986373	0.795787662906307	-0.0536553611928996	-1.2511820682723602	-0.912754321700361	0.466144785926943
d3a5dac580af1f9ccc6f516d334454c5	1.87599063710576	-6.391600748697031	-1.9476877155048502	-4.28949088273304	-5.308667514473201	-6.36667020504496	-5.1534760549664504	-5.92527344386492	-4.725954054721759	-3.1569675896383305	4.19996554218233	-4.50282970137362	-4.2522372581064705	-6.58247161007353	-5.0691031769716295	-4.306541900549621	-4.51767731617604	-3.88342991407428	-5.025723819988451	-6.983381260319481	-1.19446419761184	0.903956339405184
bc463e566d8e2991814f58f7a90dea13	1.9807357867181798	4.40704999288012	2.41288080790213	5.0419247704957195	2.7597762458026405	1.8282847862956797	5.9043317481875395	1.9986949010619097	4.34430813895805	2.09982424042454	-2.7796074692159904	3.08991751008268	3.17714113220572	1.3871905198054701	1.8487333401239299	2.8654738856213395	1.2641636638769098	2.92733082239117	1.48936679456882	3.01817990453648	0.21089605032798997	-0.674872591449613
0bacd0a54dbb68d4fbb00d777c5d124f	0.0213626106203135	0.5501631291716229	0.874805360819612	-0.33396214661853696	-1.12462698295712	2.16349654014089	-1.03046315461397	0.98558283288564	-0.9480936516608509	0.341449072577857	-0.0449792686849833	0.16356930070157502	-0.38975149169564294	0.726366220946823	1.32497492871646	0.16663565167358899	-0.103585550295455	-0.254824309902531	0.0374148139779988	-0.36551808206630604	0.22069696127769697	-0.0335282825964636
a0946629e7054c9638dd5d2991e1350d	-2.04621254606838	-1.1946667639405602	0.41906872370413295	-2.80828732667225	-0.989971984177828	-2.52503986542246	-0.6477116897702221	-1.15842294256602	-0.558676480182579	-0.781127640984154	0.36240321956574895	0.6397479467892221	-0.7822132684290409	0.00626152658036805	0.37384644589786	0.20314468869141103	0.19809501458491602	-0.0741216235927169	-1.3700892677480803	-0.0217256435592263	0.177258765095446	0.22108046774685897
fdb7f3c00d2654ea0d3f8afcd3c19024	-2.59570311709041	-0.508206745782601	2.97263184168509	0.8581393319581241	-0.133308280259371	-0.9188637274982672	0.594524447619915	0.42096901376332596	0.63953662025077	1.71617059967747	-1.9604498688131597	0.784547179272132	2.06273979172111	-0.6842115531010279	1.62334052167301	2.44171728619507	1.12270372201289	2.6126669353672405	1.0418761024301502	-0.0890035518844217	-1.04949734569195	0.5493439293366721
f540d33e721da6d5f306137ed0fabbfd	0.320894249242597	3.0343516858427697	0.6548036632793289	2.50398665251476	1.33180202171206	1.4983072739360601	3.4926305457949596	3.39018202264394	0.36667752372367096	-0.0240618679739004	-0.17506044544279598	0.7931726866268679	1.8111290358007	1.445951639648	1.2540597065485	0.871595521058355	-0.28924305151615803	-1.48591867025409	1.4005925903146699	2.0688977351944398	1.43979839026329	-0.7972945713537879
6f47312c16018daf100523ef19e3c2e3	-1.69778346224422	-5.18531455675672	-2.06918653867074	-3.53948301491993	-1.0331863053143	-4.55467980613134	-6.794952626526361	-6.174176628994089	-3.28074526680367	-5.67611659505138	3.43860346637666	-3.6137692040896803	-3.54566687121987	-5.33782380915114	-4.56229790606137	-4.1032829093081595	-2.29414899061833	-2.62057557638202	-5.1072648217851695	-3.36924814073635	-1.6859017854988798	1.1850331581097902
a3c411aae6e316341d505af6ca75243e	-0.4059786680221029	-0.993225952783333	-1.12778624913522	-0.133682433941535	-2.48728500679135	-1.19540639107249	-2.26455682069063	-1.18572139303599	-3.11715650452035	-1.6451622936941201	2.7367437537759502	-1.5232631272769401	-2.08975797668099	-3.2170363078159903	-2.27974780954953	-2.9426694916827296	-2.2599924297205	-2.90695515211139	-2.346285318392	-1.91412233202053	0.147888934010241	0.17750363116086104
14ca6a8129ff8d410ec8b813f368c9f3	-0.27043210669154605	-4.701813837686291	-1.29130396268198	-3.68673462090748	-3.67247973755002	-5.2319092888119005	-3.54750054627657	-4.096920962738141	-2.95330047500985	-5.4610296581007	2.3404300864785896	-2.35887494749789	-4.5406599618494505	-5.06122708416411	-2.0119999305212097	-2.41090355387756	-3.40790242861424	-2.9201766544154704	-3.56833813096829	-2.10208629457546	-0.43863275111320293	0.693772063301211
41f72ea0560d754315315bde107b5afc	1.08400393323308	5.44989285787035	1.61373081782034	1.91824656309826	1.41881288215518	5.46564535911062	1.38781124800444	1.74655485589589	1.4529263983879799	5.510091116645241	-1.68634622730315	2.4369462423824797	2.45155424103141	4.887898622985401	2.3684901340997597	1.31540550717286	2.93305604745235	2.38350853387799	2.6769106635873703	0.749874126033059	0.8093068951308459	-0.801210596515531
d3665d676c8fd9363c69c743207dd58e	-0.51947956486339	5.77474007924486	0.173697858835969	2.43254023375256	-0.366046298295259	0.00240711982228969	1.3956309005618102	-0.129078860687358	1.2625505934868502	-0.21123141982326601	1.3645508941262998	-2.45419564909701	0.541484775394201	0.9644791474299771	0.0195802792108486	0.190210003937993	1.1282383709081598	0.410449356479305	2.2562520751779505	0.6359763255875021	-0.0862460976898936	-0.218415930225248
95417e07c236ac7acbf5d66358df296d	0.9592890818536809	0.494113782247795	2.17024126627615	1.0725272256348801	2.22532333061099	0.730466888499048	1.20948130339384	1.81433439691152	2.63778901206596	-0.17168540694484805	-0.227958852425218	-0.0255652970767448	1.10944742187858	-0.387025178436722	-0.0454860583746006	0.626631875123296	-0.286564180361373	1.25409826700177	-1.05362245942898	0.9881816020767601	-0.160816515094068	-0.224584414913053
fd4374a0c15e1ca291f9ba2f1d6e15e4	-1.22641270561809	2.46139798482348	0.7874416408794258	1.80704336943371	0.835508476942778	2.06007675940969	1.25870186537504	2.43288040597524	0.965810061565468	1.02750282547703	-2.29351776279509	3.3964227133297498	2.36771959289908	2.64202040338091	1.0904249294794002	2.01421370037964	2.57726972390498	1.82956060831036	1.42446448896579	1.61883927495884	-0.575123870974806	0.12219803099453999
6e6ba3f1d999799f0ba2687bbb293ab2	2.0323460181177198	3.5570643933622996	2.37883797266654	4.97172766508801	2.5084592215716803	2.72322087104299	1.7865119621157601	5.84665251214589	5.14339566337211	3.5652201678537403	-1.51989954151213	1.7399209433102198	2.736808719486	2.3635804047542	2.21493521771793	2.55548395642212	3.0208937435277905	2.9872158474155803	2.2873046645944504	2.24679804952549	0.9520488136946891	-1.04915137524783
1c8e4345e379083be44a9fc59bb13632	-0.5285889874278971	0.210496762594474	0.44927254297903596	1.41576128782971	2.86981261894107	-0.7563676375629641	2.5647531196475	1.5964021726378401	1.5434267531548203	3.41001730225315	-1.18347232975066	0.520436614086585	1.1422113798558702	-0.8538554320377959	0.414452467778964	1.4348241282360898	1.1698009281286201	0.80619987909283	1.6857507476633	-0.100766170902976	-0.38976540625694106	0.0474067187768275
4415a64d748a0018388e779b17642d6d	2.62692404584294	4.2827290089934	2.3188032207744502	5.15255575957043	3.72599185630679	5.98554282004812	3.45699650496244	3.2979931874999	3.18664097892387	3.25951795838108	-2.1924740616232197	1.6896861486935202	2.91752141937613	3.7400581231074703	1.74892417035465	0.674029011811529	2.19410245705928	3.0580843395420496	2.52500226591281	2.81716920049595	1.17936280905602	-1.1647350334662099
900a2b113b17a2705180ed5e1558ada4	-2.4874393860876	1.25685963948656	0.280626207377229	2.79707842650158	1.6340757720172399	2.6032457810161405	3.74103028029203	1.96848822076406	1.54409480201347	2.73074655792942	-3.1053282562643303	2.13449320130582	2.7937821768224196	2.92045420312456	2.49964896283512	1.44428314694336	0.877222707761185	2.6120365566441	2.04080941770725	3.0498113742630397	0.484313523167345	-0.128260567142362
13f5aba07d66b4d4f6a20ccd480a3836	0.811192401212507	-0.25505675951551104	1.8898448047893401	0.7951896745179381	-2.08060942962766	-1.0489754218342	2.3566699668765096	1.2064552350768	0.125346423259804	0.9644916560434341	-1.2614428345114	0.656455367138343	-0.352362213283778	0.134405790801559	1.19260731778507	1.9730369044201699	-0.700001070009811	0.522758335513728	0.624492908460421	-0.9017248043258279	0.522003208988878	-0.194056346370572
25d0bc970ce52db647439b74f905e506	-2.7133681695043497	-1.33245601336073	-1.7094880046588998	1.4392865258668202	0.659241329878569	0.265317962717798	0.34466654509306	0.387541298461812	-0.651814698108605	-2.32549328543911	-1.05173652805388	0.9390209608578249	1.4165415190160302	0.0505158295588837	0.8705672367608971	-0.399459223662104	0.146136930478471	-0.47553411062274603	1.35720422361545	1.38160372884678	-0.123966420298841	0.3669416165810879
f451900d696a7555f2d77a94148dbab5	0.0951166232049998	-7.58828868547987	-0.327456087086882	-8.469317499973942	-3.83165358379483	-8.712737037587381	-8.51349728852511	-8.07335257093821	-8.453322171100549	-7.6150384638525	3.82141858898103	-4.24057450957064	-4.38835733905435	-3.9934720406574904	-4.36688717760678	-3.2890127705676204	-2.6748197765222597	-3.3145774894527	-3.36640808488675	-3.88817356912685	-1.43398907244804	1.14765860204518
cb8a55dfc2326c0724f7638b92653ee7	-0.5231773923217721	0.49831662496019696	0.371447473551545	0.770915325305292	-0.440501559525728	2.3985553246257596	-0.757280285656452	-0.157555575775248	1.5442054282341697	0.120454600074195	-1.06294935382903	0.37319168381925105	1.58044809326529	2.00501459741167	0.934396658757968	0.8646561098950251	1.77126615334834	1.42470583383526	0.7542827377145709	1.20944262655186	-0.49601837456825004	0.0483276105386072
e3ed7d00c8d0300eb6ae57c458de95b7	-1.80674075289363	-3.9522441962600805	-4.701916247819151	-1.14354438004749	-5.941552747040991	-0.689408733296607	-4.72234659940004	-4.5562340573540805	-4.60887920750039	-4.932190010330769	0.553459471091628	-0.9213954514956899	0.565698089450597	-0.427503884796585	0.256978426793856	-0.9280508565051221	-0.480950185762985	-0.7366606288722579	-0.5703789940054	-0.10351418344570099	-0.226556027537611	0.5876213765603361
41f67443ce8207be0c0a956c47823417	-1.85603784723873	-7.626766821542491	-1.7906580867511899	-5.122995678761179	-3.8582218773662995	-8.79574723427317	-4.936294968426231	-4.5112857774964406	-3.7877829064215898	-2.63721437194119	3.5000932868570094	-4.0655678815341405	-5.24138326719403	-6.8363161692661905	-4.892132426878169	-3.0611024903399597	-5.9885526389948	-6.19113901193653	-3.27660272027798	-8.2447540649612	-1.7994828468621	1.45709800970674
15f92246da9d186be06e176a3eb7a8d2	0.237547941964918	1.67575583775927	2.0815166530864597	4.0547431069825395	3.0434490554034705	1.7486000519512002	0.414178912341595	2.13997507531728	5.305585147014691	1.4960802104257602	-2.9466330353170602	1.6386331015133402	3.41399282440543	0.64933270120195	1.76771107755069	2.6866418314831604	3.22406451989497	3.1599691814609905	0.679941440564913	2.52354813726353	-0.652607942229536	-0.10020537610232301
7e2f2185876e3c49bf9da70b15308e79	0.5639457185686171	2.72586045583178	6.015830427195341	0.96744376005871	1.6725055091082999	3.80322031791189	1.27361256331205	3.0396409078368105	5.4886581908379295	1.8293464686654999	-2.06670063175261	1.64775213532682	1.02387374863028	2.6060258736567796	2.54751292310123	2.8587275935070897	2.9524428157934097	3.04499229852642	0.9121783027475301	2.8012142291824706	0.28137961565849495	-0.5750267052191441
