id	loss	cross-validation	iteration
0	1157439.0	172.054306030273	0
1	1000145.4375	171.985748291016	2
2	734441.75	161.75076293945298	369
3	556638.375	150.617126464844	747
4	324285.25	144.926895141602	1081
5	550343.0	141.423645019531	1416
6	150721.171875	139.36233520507798	1733
7	431866.4375	137.642715454102	2077
8	484451.21875	135.719085693359	2489
9	199216.515625	134.209060668945	2942
10	387796.1875	132.24951171875	3399
11	246885.765625	131.17614746093798	3837
12	328834.5625	129.976791381836	4284
13	239849.6875	128.499938964844	4751
14	197015.65625	126.887657165527	5220
15	342626.5	125.38210296630899	5684
16	253238.859375	123.68479156494101	6123
17	176049.265625	122.51895904541	6571
18	312014.25	121.964256286621	7041
19	332862.03125	121.109085083008	7511
20	339428.78125	120.625473022461	7969
21	293330.6875	118.99439239501999	8435
22	355478.5	117.490180969238	8890
23	154811.53125	115.96125793456999	9337
24	131931.015625	114.994750976562	9783
25	220496.046875	115.071830749512	10244
26	203109.703125	114.221382141113	10704
27	158194.21875	113.646537780762	11174
28	227382.375	113.36853790283199	11645
29	195443.921875	113.382461547852	12118
30	193486.59375	112.72634124755899	12567
31	228273.78125	112.96029663085899	13040
32	220860.671875	112.75567626953101	13514
33	228339.15625	111.970687866211	13984
34	253270.9375	112.047073364258	14458
35	270128.71875	112.57715606689501	14931
36	252517.375	112.259735107422	15394
37	181357.78125	112.298538208008	15813
38	249246.375	112.589599609375	16288
39	168735.703125	111.674110412598	16763
40	136743.28125	112.148506164551	17228
41	158785.171875	111.859062194824	17703
42	136699.484375	111.807846069336	18177
43	176280.171875	111.173217773438	18650
44	156359.578125	110.69409942626999	19122
45	281454.875	110.068504333496	19596
46	237802.25	111.26309967041	20070
47	276253.78125	111.021766662598	20542
48	294652.40625	110.689033508301	21016
49	232171.90625	110.629623413086	21493
50	328928.09375	110.421890258789	21968
51	223449.59375	110.896469116211	22435
52	234664.84375	110.75250244140601	22909
53	304118.84375	110.649276733398	23385
54	179793.921875	110.85031890869101	23861
55	206410.5625	110.58582305908199	24336
56	290859.53125	110.436492919922	24807
57	210253.390625	110.623825073242	25255
58	256354.734375	110.409614562988	25697
59	183743.5625	110.28064727783199	26174
60	254714.34375	110.709754943848	26634
61	125607.28125	110.547393798828	27106
62	212209.5625	110.672592163086	27573
63	299424.21875	110.07878112793001	28043
64	133828.265625	109.69763946533199	28509
65	154472.984375	110.64852142334	28977
66	216982.78125	110.468650817871	29448
67	228332.609375	110.979614257812	29918
68	294385.125	111.51866912841801	30388
69	226300.1875	110.876693725586	30862
70	112010.109375	110.945770263672	31331
71	202860.609375	110.853973388672	31805
72	249851.859375	110.546348571777	32279
73	192343.0625	110.369613647461	32749
74	187648.28125	109.994918823242	33221
75	171211.265625	110.222450256348	33694
76	205228.625	110.52864074706999	34166
77	294035.71875	109.510513305664	34633
78	245898.328125	109.341659545898	35052
79	251654.484375	108.797462463379	35524
80	140240.234375	109.514617919922	35989
81	211313.734375	110.203224182129	36463
82	233853.984375	110.14208984375	36937
83	206324.40625	109.99890899658199	37410
84	222043.0625	109.960121154785	37881
85	325969.0625	110.175498962402	38356
86	309498.15625	109.886619567871	38825
87	218931.84375	109.849174499512	39297
88	268295.28125	110.346542358398	39770
89	298199.3125	110.094757080078	40245
90	185393.0	109.82528686523399	40716
91	123918.546875	109.512001037598	41191
92	236348.75	110.036254882812	41654
93	228882.375	109.63372802734399	42129
94	191919.015625	109.82389831543001	42601
95	279725.46875	109.86414337158199	43074
96	213186.015625	109.715293884277	43537
97	218993.09375	110.185127258301	44005
98	243678.203125	109.936134338379	44479
99	239943.46875	109.909652709961	44885
100	256892.4375	110.03507232666	44999
